rowid	repo	accession	data url	total citations	article reference note; see also: 'COMMENTS'	article reference	PubMed ID	Data Collection Article DOI	in ISI Web of Science? (Y/N)	How many merged citation records?	How many merged citation records?	WoS Cited by how many?	COMMENTS	Google Scholar Search Term	Search results	Dropbox filenames (for multiple files or multiple citations)	Imported to Mendeley?	Link ot GS results	MONTH_wos_citingPaper_colxn	DAY_wos_citingPaper_colxn	YEAR_wos_citingPaper_colxn	string matched to (partial) file name to extract data collection date data	Journal (for Journal Archives Set)	"date made public (ArrayExpress, GEO)"	WOS cited by collected (HEPData)	Published and PrePrint INFO (HEPData)	"authors (GEOROC, Journal Archives (International Studies Quarterly = authors (pub. Yr.))"	"jrnl vol year pages (GEOROC); year (ICPSR); pub month, year, volume, issue (JournalArchives - but NOT: International Studies Quarterly; Journal of Peace Research = vol, issue only)"	"article title (GEOROC, JournalArchives)"	misc bibliographic (Biostats; Journal of Applied Econometrics; Journal of Conflict Resolution; International Studies Quarterly); page numbers( Journal of Money Credit and Banking; The Federal Reserve Bank of St Louis Review; American Economic Review); author_title ( Journal of Peace Research)	"article ref when multiple in record, if there was a difference in scope, this version is less inclusive (JournalArchives); article ref from data source (TreeBase)"	data citation (dataset doi) OLD that differ from NEW dataset DOI's (Pangaea)	Total Data Reuses (Pangaea)	Unable to access full text (Pangaea)	Date Recorded (Pangaea)
42	ArrayExpress	E-RZPD-21	NA	NA	citation missing	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6/8/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
43	ArrayExpress	E-TABM-14	NA	45	NA	"Huber W, Toedling J, Steinmetz LM. Transcript mapping with high-densityoligonucleotide tiling arrays. Bioinformatics. 2006 Aug 15;22(16):1963-70. Epub2006 Jun 20. PubMed PMID: 16787969."	16787969	NA	y	1	1	45	E-TABM-14_Bioinformatics2006	E-TABM-14	1	NA	y	NA	Nov	1	2010	E-TABM-14_Bionformatics2005	NA	6/24/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
44	ArrayExpress	E-TABM-14	NA	190	NA	"David L, Huber W, Granovskaia M, Toedling J, Palm CJ, Bofkin L, Jones T, DavisRW, Steinmetz LM. A high-resolution map of transcription in the yeast genome.Proc Natl Acad Sci U S A. 2006 Apr 4;103(14):5320-5. Epub 2006 Mar 28. PubMedPMID: 16569694; PubMed Central PMCID: PMC1414796."	16569694	NA	y	1	1	190	E-TABM-14_ProcNatlAcadSciUSA2006	E-TABM-14	NA	NA	NA	NA	Nov	1	2010	E-TABM-14_ProcNatlAcadSciUSA2006	NA	6/24/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
45	ArrayExpress	E-MEXP-390	NA	15	NA	"Allen WL, McLean EG, Boyer J, McCulla A, Wilson PM, Coyle V, Longley DB,Casero RA Jr, Johnston PG. The role of spermidine/spermine N1-acetyltransferasein determining response to chemotherapeutic agents in colorectal cancer cells.Mol Cancer Ther. 2007 Jan;6(1):128-37. PubMed PMID: 17237273."	17237273	NA	y	1	1	15	NA	E-MEXP-390	3	NA	y	NA	Nov	1	2010	E-MEXP-390	NA	7/26/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
46	ArrayExpress	E-TABM-11	NA	28	NA	"Lacroix L, Lazar V, Michiels S, Ripoche H, Dessen P, Talbot M, Caillou B,Levillain JP, Schlumberger M, Bidart JM. Follicular thyroid tumors with thePAX8-PPARgamma1 rearrangement display characteristic genetic alterations. Am JPathol. 2005 Jul;167(1):223-31. PubMed PMID: 15972966; PubMed Central PMCID:PMC1603430."	15972966	NA	y	1	1	28	NA	E-TABM-11	0	NA	NA	NA	Nov	1	2010	E-TABM-11	NA	4/29/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
47	ArrayExpress	E-MEXP-250	NA	9	NA	"Ahr_n D, Tholander M, Fekete C, Rajashekar B, Friman E, Johansson T, Tunlid A.Comparison of gene expression in trap cells and vegetative hyphae of thenematophagous fungus Monacrosporium haptotylum. Microbiology. 2005 Mar;151(Pt3):789-803. PubMed PMID: 15758225."	15758225	NA	y	1	1	9	NA	E-MEXP-250	0	NA	NA	NA	Nov	1	2010	E-MEXP-250	NA	3/15/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
48	ArrayExpress	E-MEXP-415	NA	307	NA	"Eriksson S, Lucchini S, Thompson A, Rhen M, Hinton JC. Unravelling the biologyof macrophage infection by gene expression profiling of intracellular Salmonella enterica. Mol Microbiol. 2003 Jan;47(1):103-18. PubMed PMID: 12492857."	12492857	NA	y	2	2	307	NA	E-MEXP-415	0	NA	NA	NA	Nov	1	2010	E-MEXP-415	NA	8/31/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	ArrayExpress	E-MEXP-237	NA	2	NA	"Hohnjec N, Vieweg MF, P_hler A, Becker A, K_ster H. Overlaps in thetranscriptional profiles of Medicago truncatula roots inoculated with twodifferent Glomus fungi provide insights into the genetic program activated duringarbuscular mycorrhiza. Plant Physiol. 2005 Apr;137(4):1283-301. Epub 2005 Mar 18.PubMed PMID: 15778460; PubMed Central PMCID: PMC1088321."	15778460	NA	y	1	1	2	NA	E-MEXP-237	0	NA	NA	NA	Nov	1	2010	E-MEXP-237	NA	1/12/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
50	ArrayExpress	E-MEXP-513	NA	20	NA	"Bouveret R, Sch_nrock N, Gruissem W, Hennig L. Regulation of flowering time byArabidopsis MSI1. Development. 2006 May;133(9):1693-702. Epub 2006 Mar 22. PubMedPMID: 16554362."	16554362	NA	y	1	1	20	NA	E-MEXP-513	0	NA	NA	NA	Nov	1	2010	E-MEXP-513	NA	12/19/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
51	ArrayExpress	E-AFMX-12	NA	60	NA	"Moggs JG, Tinwell H, Spurway T, Chang HS, Pate I, Lim FL, Moore DJ, Soames A, Stuckey R, Currie R, Zhu T, Kimber I, Ashby J, Orphanides G. Phenotypic anchoringof gene expression changes during estrogen-induced uterine growth. Environ HealthPerspect. 2004 Nov;112(16):1589-606. PubMed PMID: 15598610; PubMed Central PMCID:PMC1247656."	15598610	NA	y	1	1	60	NA	E-AFMX-12	0	NA	NA	NA	Nov	1	2010	E-AFMX-12	NA	4/4/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
52	ArrayExpress	E-TABM-64	NA	28	NA	"Langland JO, Kash JC, Carter V, Thomas MJ, Katze MG, Jacobs BL. Suppression ofproinflammatory signal transduction and gene expression by the dual nucleic acid binding domains of the vaccinia virus E3L proteins. J Virol. 2006Oct;80(20):10083-95. PubMed PMID: 17005686; PubMed Central PMCID: PMC1617298."	17005686	NA	y	1	1	28	NA	E-TABM-64	0	NA	NA	NA	Nov	1	2010	E-TABM-64	NA	11/21/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
53	ArrayExpress	E-NASC-45	NA	NA	citation missing	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1/13/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
54	ArrayExpress	E-MIMR-43	NA	89	NA	"The nuclear receptor co-repressor nrip1 (RIP140) is essential for female fertility. White, R. Nat Med 6(12):1368-74 (Nat Med)"	11100122	NA	y	2	2	89	2 citations found - dropbox files: E-MIMR-43_NatMed	E-MIMR-43	0	NA	NA	NA	Nov	1	2010	E-MIMR-43_Endocrinology	NA	5/11/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
55	ArrayExpress	E-MIMR-43	NA	20	NA	"Embryo transfer experiments and ovarian transplantation identify the ovary as the only site in which the nuclear receptor interacting protein1/RIP140 action is crucial for female fertility. Leonardsson, G. Endocrinology 143(2):700-707 (Endocrinology) (Ovarian phenotype work)"	11796527	NA	y	1	1	20	E-MIMR-43_Endocrinology	E-MIMR-43	NA	NA	NA	NA	Nov	1	2010	E-MIMR-43_NatMed	NA	5/11/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
56	ArrayExpress	E-MEXP-405	NA	48	NA	"Meijer AH, Verbeek FJ, Salas-Vidal E, Corredor-Admez M, Bussman J, van derSar AM, Otto GW, Geisler R, Spaink HP. Transcriptome profiling of adult zebrafishat the late stage of chronic tuberculosis due to Mycobacterium marinum infection.Mol Immunol. 2005 Jun;42(10):1185-203. Epub 2005 Jan 12. PubMed PMID: 15829308"	15829308	NA	y	3	3	48	NA	E-MEXP-405	1	NA	y	NA	Nov	1	2010	E-MEXP-405	NA	8/19/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
57	ArrayExpress	E-MEXP-297	NA	10	NA	"Sievertzon M, Wirta V, Mercer A, Meletis K, Erlandsson R, Wikstr_m L, Fris_nJ, Lundeberg J. Transcriptome analysis in primary neural stem cells using a tagcDNA amplification method. BMC Neurosci. 2005 Apr 15;6:28. PubMed PMID: 15833137;PubMed Central PMCID: PMC1112599."	15833137	NA	y	2	2	10	NA	E-MEXP-297	0	NA	NA	NA	Nov	1	2010	E-MEXP-297	NA	4/6/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
58	ArrayExpress	E-MEXP-484	NA	NA	NA	Christine Mallard; Nicolas Ugolin; Ludovic Lacroix; Jean-Michel Bidart; Bernard Caillou; Martin Schlumberger; Bernard Malfoy; Sylvie Chevillard.	NA	NA	NA	NA	NA	NA	citation only has authors' names - INCOMPLETE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11/23/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59	ArrayExpress	E-MEXP-284	NA	21	NA	"Brown AR, Rebus S, McKimmie CS, Robertson K, Williams A, Fazakerley JK. Geneexpression profiling of the preclinical scrapie-infected hippocampus. BiochemBiophys Res Commun. 2005 Aug 19;334(1):86-95. PubMed PMID: 15992767."	15992767	NA	y	1	1	21	NA	E-MEXP-284	0	NA	NA	NA	Nov	1	2010	E-MEXP-284	NA	5/20/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
60	ArrayExpress	E-MEXP-309	NA	NA	NA	Maria Marcela Baudo; Rebecca Lyons; Stephen Powers; Melloney Mc Cluskey; Keith Edwards; Peter Shewry; Michael Holdsworth.	NA	NA	NA	NA	NA	NA	citation only has authors' names - INCOMPLETE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4/22/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
61	ArrayExpress	E-MEXP-508	NA	12	NA	"Besson-Bard A, Gravot A, Richaud P, Auroy P, Duc C, Gaymard F, Taconnat L,Renou JP, Pugin A, Wendehenne D. Nitric oxide contributes to cadmium toxicity in Arabidopsis by promoting cadmium accumulation in roots and by up-regulating genesrelated to iron uptake. Plant Physiol. 2009 Mar;149(3):1302-15. Epub 2009 Jan 23.PubMed PMID: 19168643; PubMed Central PMCID: PMC2649387."	19168643	NA	y	1	1	12	NA	E-MEXP-508	0	NA	NA	NA	Nov	2	2010	E-MEXP-508	NA	12/12/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
62	ArrayExpress	E-MNIA-69	NA	74	NA	"In Situ-Synthesized Novel Microarray Optimized for Mouse Stem Cell and Early Developmental Expression Profiling. Carter,Mark G.;Toshio Hamatani;Alexei A. Sharov;Condie E. Carmack;Yong Qian;Kazuhiro Aiba;Naomi T. Ko;Dawood B. Dudekula;Pius M. Brzoska;Stuart S. Hwang;Minoru S.H. Ko. Genome Res 13:1011-1021 (Genome Res)"	12727912	NA	y	2	2	74	NA	E-MNIA-69	0	NA	NA	NA	Nov	2	2010	E-MNIA-69	NA	11/21/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
63	ArrayExpress	E-MARS-2	NA	21	NA	"Hackl H, Burkard TR, Sturn A, Rubio R, Schleiffer A, Tian S, Quackenbush J,Eisenhaber F, Trajanoski Z. Molecular processes during fat cell developmentrevealed by gene expression profiling and functional annotation. Genome Biol.2005;6(13):R108. Epub 2005 Dec 19. PubMed PMID: 16420668; PubMed Central PMCID:PMC1414107."	16420668	NA	y	1	1	21	NA	E-MARS-2	1	NA	y	NA	Nov	2	2010	E-MARS-2	NA	7/18/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
64	ArrayExpress	E-MEXP-306	NA	NA	NA	Maria Marcela Baudo; Rebecca Lyons; Stephen Powers; Melloney McCluskey; Keith Edwards; Michael Holdsworth; Peter Shewry.	NA	NA	NA	NA	NA	NA	citation only has authors' names - INCOMPLETE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4/20/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
65	ArrayExpress	E-MEXP-355	NA	NA	NA	Maoxian Deng; Wei-Li Chen; Atsushi Takatori; Zhimin Peng; Lin Zhang; Maureen Mongan; Ranjani Parthasarathy; Maureen Sartor; Marian Miller; Jianhua Yang; Bing Su; Winston W-Y Kao; Ying Xia. EMBO J 	NA	NA	NA	NA	NA	NA	citation only has authors' names - INCOMPLETE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6/16/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
66	ArrayExpress	E-TABM-40	NA	36	NA	"Willinger T, Freeman T, Hasegawa H, McMichael AJ, Callan MF. Molecularsignatures distinguish human central memory from effector memory CD8 T cellsubsets. J Immunol. 2005 Nov 1;175(9):5895-903. PubMed PMID: 16237082."	16237082	NA	y	1	1	36	NA	E-TABM-40	1	NA	y	NA	Nov	2	2010	E-TABM-40	NA	11/3/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
67	ArrayExpress	E-TABM-3	NA	100	NA	"Winnepenninckx V, Lazar V, Michiels S, Dessen P, Stas M, Alonso SR, Avril MF, Ortiz Romero PL, Robert T, Balacescu O, Eggermont AM, Lenoir G, Sarasin A, Tursz T, van den Oord JJ, Spatz A; Melanoma Group of the European Organization forResearch and Treatment of Cancer. Gene expression profiling of primary cutaneous melanoma and clinical outcome. J Natl Cancer Inst. 2006 Apr 5;98(7):472-82.PubMed PMID: 16595783."	16595783	NA	y	2	2	100	NA	E-TABM-3	0	NA	NA	NA	Nov	2	2010	E-TABM-3	NA	2/14/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
68	ArrayExpress	E-MEXP-294	NA	41	NA	"Boulias K, Katrakili N, Bamberg K, Underhill P, Greenfield A, Talianidis I.Regulation of hepatic metabolic pathways by the orphan nuclear receptor SHP. EMBOJ. 2005 Jul 20;24(14):2624-33. Epub 2005 Jun 23. PubMed PMID: 15973435; PubMedCentral PMCID: PMC1176456."	15973435	NA	y	1	1	41	NA	E-MEXP-294	0	NA	NA	NA	NA	NA	NA	NA	NA	3/31/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
69	ArrayExpress	E-MEXP-230	NA	136	NA	"FoxM1 is required for execution of the mitotic program and chromosome stability. Jamila Laoukili; Matthijs Kooistra; Alexandra Brs; Jos Kauw; Ron Kerkhoven; Ashby Morrison; Hans Clevers; Ren_ Medema. Nat Cell Biol 7:126-136 (Nat Cell Biol), PubMed 15654331"	15654331	NA	y	1	1	136	NA	E-MEXP-230	1	NA	y	NA	Nov	2	2010	E-MEXP-230	NA	7/19/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
70	ArrayExpress	E-TABM-27	NA	34	NA	"Species- and Strain-Specific Control of a Complex, Flexible Regulon by Bordetella BvgAS. Cummings, C. A.; Bootsma, H. J.; Relman, D. A.; Miller, J. F. The Journal of Bacteriology 188(5):1775 (The Journal of Bacteriology), PubMed 16484188"	16484188	NA	y	1	1	34	NA	E-TABM-27	0	NA	NA	NA	Nov	2	2010	E-TABM-27	NA	8/16/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
71	ArrayExpress	E-MEXP-486	NA	8	NA	"Multiple polymorphic loci determine basal hepatic and splenic iron status in mice. Grant GR, Robinson SW, Edwards RE, Clothier B, Davies R, Judah DJ, Broman KW, Smith AG. Hepatology 44:174-185 (Hepatology), PubMed 16799992"	16799992	NA	y	1	1	8	NA	E-MEXP-486	0	NA	NA	NA	Nov	2	2010	E-MEXP-486	NA	11/17/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
72	ArrayExpress	E-FPMI-6	NA	25	NA	"Bovine and human cathelicidin cationic host defense peptides similarly suppress transcriptional responses to bacterial lipopolysaccharide. Mookherjee, Neeloffer; Wilson, Heather L.; Doria, Silvana; Popowych, Yurij; Falsafi, Reza; Yu, Jie (Jessie); Li, YueXin; Veatch, Sarah; Roche, Fiona M.; Brown, Kelly L.; Brinkman, Fiona S. L.; Hokamp, Karsten; Potter, Andy; Babiuk, Lorne A.; Griebel, Philip J.; Hancock, Robert E. W. J Leukoc Biol 80(6):1563 (J Leukoc Biol), PubMed 16943385"	16943385	NA	y	2	2	25	NA	E-FPMI-6	0	NA	NA	NA	Nov	2	2010	E-FPMI-6	NA	9/5/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
73	ArrayExpress	E-MEXP-360	NA	14	NA	"Tendon xanthomas in familial hypercholesterolemia are associated with a differential inflammatory response of macrophages to oxidized LDL. Marta Artieda; Ana Cenarro; Corina Junquera; Pilar Lasierra; Maria Jose Martinez-Lorenzo; Miguel Pocovi; Fernando Civeira. FEBS Lett  (FEBS Lett), PubMed 16083882"	16083882	NA	y	1	1	14	NA	E-MEXP-360	0	NA	NA	NA	Nov	2	2010	E-MEXP-360	NA	6/17/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
74	ArrayExpress	E-TABM-51	NA	25	NA	"van Leeuwen H, Kliebenstein DJ, West MA, Kim K, van Poecke R, Katagiri F,Michelmore RW, Doerge RW, St Clair DA. Natural variation among Arabidopsisthaliana accessions for transcriptome response to exogenous salicylic acid. PlantCell. 2007 Jul;19(7):2099-110. Epub 2007 Jul 13. PubMed PMID: 17630278; PubMedCentral PMCID: PMC1955704"	17630278	NA	y	1	1	25	dropbox filename: E-TABM-51_Kliebenstein DJ	E-TABM-51	0	NA	NA	NA	Nov	2	2010	E-TABM-51_KliebensteinDJ	NA	12/14/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
75	ArrayExpress	E-TABM-51	NA	NA	NA	"Genomic survey of gene expression diversity in Arabidopsis thaliana. Kliebenstein DJ, West MA, van Leeuwen H, Kim K, Doerge RW, Michelmore RW, St Clair DA. Genetics :1179-89 (Genetics), PubMed 16204207"	16204207	NA	NA	NA	NA	NA	dropbox filename: E-TABM-51_Kli	E-TABM-51	NA	NA	NA	NA	Nov	2	2010	E-TABM-51_VanLeeuwenH	NA	12/14/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
76	ArrayExpress	E-MEXP-321	NA	17	NA	The inflammatory transcriptome of reactive murine astrocytes and implications for their immune functions. Jeppe Falsig; Peter P_rzgen; Soren Lund; Andre Schrattenholz; Marcel Leist. J Immunol 	16405499	NA	y	1	1	17	NA	E-MEXP-321	0	NA	NA	NA	Nov	2	2010	E-MEXP-321	NA	4/28/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
77	ArrayExpress	E-MEXP-386	NA	NA	citation missing	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7/19/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
78	ArrayExpress	E-MEXP-277	NA	13	NA	"Cooperative Disengagement of Fas and Intercellular Adhesion Molecule-1 Function in Neoplastic Cells Confers Enhanced Colonization Efficiency. Kebin Liu; Sheila Caldwell; Scott Abrams. Cancer Res 65:1045-1054 (Cancer Res), PubMed 15705906"	15705906	NA	y	1	1	13	NA	E-MEXP-277	0	NA	NA	NA	Nov	2	2010	E-MEXP-277	NA	3/9/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
79	ArrayExpress	E-MEXP-375	NA	23	NA	"Laterally transferred elements and high pressure adaptation in Photobacterium profundum strains. Stefano Campanaro, Alessandro Vezzi, Nicola Vitulo, Federico M Lauro, Michela D^Angelo, Francesca Simonato, Alessandro Cestaro, Giorgio Malacrida, Giulio Bertoloni, Giorgio Valle, Douglas H Bartlett. BMC Genomics 6:122 (BMC Genomics), PubMed 16162277"	16162277	NA	y	1	1	23	NA	E-MEXP-375	0	NA	NA	NA	Nov	2	2010	E-MEXP-375	NA	8/17/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80	ArrayExpress	E-MEXP-393	NA	16	NA	"Le Priol Y, Puthier D, L_cureuil C, Combadi_re C, Debr_ P, Nguyen C,Combadi_re B. High cytotoxic and specific migratory potencies of senescent CD8+CD57+ cells in HIV-infected and uninfected individuals. J Immunol. 2006 Oct15;177(8):5145-54. PubMed PMID: 17015699."	17015699	NA	y	1	1	16	NA	E-MEXP-393	0	NA	NA	NA	Nov	2	2010	E-MEXP-393	NA	7/27/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
81	ArrayExpress	E-MEXP-482	NA	NA	citation missing	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11/14/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
82	ArrayExpress	E-UMCU-20	NA	74	NA	"A high resolution protein interaction map of the yeast Mediator complex. Guglielmi B, van Berkum NL, Klapholz B, Bijma T, Boube M, Boschiero C, Bourbon HM, Holstege FC, Werner M. Nucleic Acids Res 32(18):5379-91 (Nucleic Acids Res)"	15477388	NA	y	1	1	74	"this had 4 different citations, but they were all cited from the same journal article, but the other 3 had different PubMed reference numbers"	E-UMCU-20	0	NA	NA	NA	Nov	2	2010	E-UMCU-20	NA	5/12/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
83	ArrayExpress	E-UMCU-20	NA	NA	NA	"Guglielmi B, van Berkum NL, Klapholz B, Bijma T, Boube M, Boschiero C, BourbonHM, Holstege FC, Werner M. A high resolution protein interaction map of the yeastMediator complex. Nucleic Acids Res. 2004 Oct 11;32(18):5379-91. Print 2004.PubMed PMID: 15477388; PubMed Central PMCID: PMC524289."	15477388	NA	NA	NA	NA	NA	same reference	E-UMCU-20	NA	NA	NA	NA	NA	NA	NA	NA	NA	5/12/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
84	ArrayExpress	E-UMCU-20	NA	NA	NA	"van de Peppel J, Kettelarij N, van Bakel H, Kockelkorn TT, van Leenen D,Holstege FC. Mediator expression profiling epistasis reveals a signaltransduction pathway with antagonistic submodules and highly specific downstream targets. Mol Cell. 2005 Aug 19;19(4):511-22. PubMed PMID: 16109375."	16109375	NA	NA	NA	NA	NA	miscited on ISI Web of Science	E-UMCU-20	NA	NA	NA	NA	NA	NA	NA	NA	NA	5/12/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
85	ArrayExpress	E-UMCU-20	NA	NA	NA	"Guglielmi B, van Berkum NL, Klapholz B, Bijma T, Boube M, Boschiero C, BourbonHM, Holstege FC, Werner M. A high resolution protein interaction map of the yeastMediator complex. Nucleic Acids Res. 2004 Oct 11;32(18):5379-91. Print 2004.PubMed PMID: 15477388; PubMed Central PMCID: PMC524289."	15477388	NA	NA	NA	NA	NA	same reference	E-UMCU-20	NA	NA	NA	NA	NA	NA	NA	NA	NA	5/12/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
86	ArrayExpress	E-MEXP-399	NA	34	NA	"Species- and Strain-Specific Control of a Complex, Flexible Regulon by Bordetella BvgAS. Cummings, C. A.; Bootsma, H. J.; Relman, D. A.; Miller, J. F. The Journal of Bacteriology 188(5):1775 (The Journal of Bacteriology), PubMed 16484188"	16484188	NA	y	1	1	34	NA	E-MEXP-399	1	NA	y	NA	Nov	2	2010	E-MEXP-399	NA	8/15/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
87	ArrayExpress	E-UMCU-18	NA	4	NA	"Transcriptome-based identification of pro- and antioxidative gene expression in kidney cortex of nitric oxide-depleted rats. Sebastiaan Wesseling, Jaap A. Joles, Harry van Goor, Hans A. Bluyssen, Patrick Kemmeren, Frank C. Holstege, Hein A. Koomans and Branko Braam. Physiol Genomics 28(2):158-167 (Physiol Genomics), PubMed 17047089"	17047089	NA	y	1	1	4	NA	E-UMCU-18	0	NA	NA	NA	Nov	2	2010	E-UMCU-18	NA	3/18/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
88	ArrayExpress	E-UMCU-11	NA	31	NA	"Multiple Robust Signatures for Detecting Lymph Node Metastasis in Head and Neck Cancer. Roepman, Paul; Kemmeren, Patrick; Wessels, Lodewijk F.A.; Slootweg, Piet J.; Holstege, Frank C.P. Cancer Res 66(4):2361 (Cancer Res)"	16489042	NA	y	1	1	31	same journal article references but different PubMed references numbers	E-UMCU-11	1	E-UMCU-11_CancerRes	y	NA	Nov	2	2010	E-UMCU-11_CancerRes	NA	1/5/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
89	ArrayExpress	E-UMCU-11	NA	140	NA	"Roepman P, Wessels LF, Kettelarij N, Kemmeren P, Miles AJ, Lijnzaad P, TilanusMG, Koole R, Hordijk GJ, van der Vliet PC, Reinders MJ, Slootweg PJ, Holstege FC.An expression profile for diagnosis of lymph node metastases from primary headand neck squamous cell carcinomas. Nat Genet. 2005 Feb;37(2):182-6. Epub 2005 Jan9. PubMed PMID: 15640797."	15640797	NA	y	2	2	140	NA	E-UMCU-11	NA	E-UMCU-11_NatGenet	NA	NA	Nov	2	2010	E-UMCU-11_NatGenet	NA	1/5/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
90	ArrayExpress	E-UMCU-11	NA	31	NA	"Roepman P, Kemmeren P, Wessels LF, Slootweg PJ, Holstege FC. Multiple robustsignatures for detecting lymph node metastasis in head and neck cancer. CancerRes. 2006 Feb 15;66(4):2361-6. PubMed PMID: 16489042."	16489042	NA	y	1	1	31	NA	E-UMCU-11	NA	E-UMCU-11_CancerRes	NA	NA	NA	NA	NA	NA	NA	1/5/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
91	ArrayExpress	E-MNIA-66	NA	50	NA	"Transcript copy number estimation using a mouse whole-genome oligonucleotide microarray. Carter,Mark G.;Alexei A. Sharov;Vincent VanBuren;Dawood B. Dudekula;Condie E. Carmack;Charlie Nelson;Minoru S.H. Ko. Genome Biol 6(7) (Genome Biol)"	15998450	NA	y	2	2	50	NA	E-MNIA-66	0	NA	NA	NA	Nov	2	2010	E-MNIA-66	NA	11/17/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
92	ArrayExpress	E-MEXP-414	NA	13	NA	"Meta-analysis of Differentiating Mouse Embryonic Stem Cell Gene Expression Kinetics Reveals Early Change of a Small Gene Set. Glover, C.H., Marin, M., Eaves, C.J., Helgason, C.D., Piret, J.M., Bryan, J. PLoS Comput Biol 2(11):e158 (PLoS Comput Biol)"	17121458	NA	y	2	2	13	NA	E-MEXP-414	0	E-MEXP-414_JPloSComputBiol	NA	NA	Nov	2	2010	E-MEXP-414_JPloSComputBiol	NA	8/27/2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
